"Time"	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W

0	0.0167968	0.6060709	0.4370635	0.7261641	0.6987359	0.6197409	0.3589603	0.6708917	0.4122935	0.2992628
50	0.0156824	0.5595471	0.3237021	0.7177535	0.6602658	0.4153311	0.3286519	0.6304698	0.4509157	0.2890755
100	0.0392319	0.5979378	0.3441181	0.6089589	0.5570089	0.5901013	0.3942447	0.6630036	0.4404229	0.3859833
150	0.0177305	0.5427446	0.3011612	0.6729117	0.7804623	0.5348642	0.3607488	0.6824340	0.5223838	0.3164186
200	0.0115769	0.5001561	0.3043016	0.7239116	0.6507421	0.4722909	0.4104850	0.7878408	0.3395649	0.3013961
250	0.0157668	0.5131267	0.3085636	0.8060304	0.7537589	0.4174449	0.2624712	0.5521838	0.4023012	0.3265805
300	0.0304795	0.4937436	0.4799295	0.7945225	0.7140378	0.5182422	0.2712711	0.5957066	0.3988467	0.2792879
350	0.0277402	0.6329525	0.3722690	0.7779293	0.7167095	0.4716189	0.4629012	0.5444964	0.4290571	0.2939001
400	0.0210043	0.5804751	0.3737529	0.6418172	0.7191420	0.6323054	0.3073643	0.7199015	0.4359932	0.4231907
450	0.0083719	0.5236356	0.3211431	0.6728709	0.7256897	0.4399092	0.2914423	0.6095820	0.4765433	0.4601534
500	0.0034575	0.6132613	0.2815390	0.6343722	0.6717867	0.4807712	0.3665927	0.6372078	0.4012143	0.3874377
550	0.0314606	0.6111066	0.3481423	0.8499431	0.7386629	0.6124009	0.4297916	0.5665097	0.3650829	0.4459765
600	0.0211674	0.5182822	0.3566668	0.7072163	0.7373289	0.5225922	0.4391804	0.7344925	0.4907730	0.3465221
650	0.0049803	0.5467791	0.3347454	0.8319604	0.6871982	0.4871746	0.3446509	0.5686190	0.3833932	0.3292921
700	0.0103635	0.7220232	0.3711117	0.7912794	0.6847342	0.4215271	0.3525522	0.6313550	0.4199720	0.3173622
750	0.0201049	0.5053108	0.3216581	0.6313549	0.6414464	0.5873929	0.4149350	0.8344724	0.4351616	0.2737908
800	0.0172559	0.6846741	0.3313723	0.8490222	0.6990397	0.5697810	0.3029932	0.6555273	0.5080527	0.3938867
850	0.0460769	0.6717886	0.3286102	0.7120920	0.8535327	0.4938875	0.3252455	0.6853994	0.4142172	0.3571206
900	0.0248092	0.5364681	0.2877580	0.6695716	0.7295241	0.5027914	0.4651134	0.6467342	0.3543729	0.3191556
950	0.0125952	0.5225309	0.3838742	0.7628413	0.7689983	0.4840917	0.4046710	0.6505827	0.4799098	0.3171958
1000	0.0109416	0.4233213	0.3201467	0.6508038	0.8333850	0.4202123	0.4276382	0.5938966	0.4895307	0.3928239

0	0.0178689	0.5312459	0.3036974	0.8367366	0.6958306	0.4776044	0.3060890	0.6050330	0.3465966	0.3180724
50	0.0046231	0.4762949	0.5030906	0.8736839	0.7219181	0.5584619	0.3929615	0.7812927	0.4455036	0.3272643
100	0.0078673	0.4847652	0.6146345	0.8592319	0.6548365	0.3445500	0.3817815	0.5538715	0.5175510	0.2452242
150	0.0167079	0.5272374	0.5453004	0.7985995	0.7474423	0.3972874	0.3128621	0.5802096	0.4355132	0.3068647
200	0.0307864	0.5731471	0.4805599	0.6720149	0.6062580	0.3595752	0.3769461	0.6526914	0.5637207	0.2728222
250	0.0228557	0.5239299	0.5613811	0.6841642	0.6777368	0.4399131	0.3488275	0.6175559	0.4403608	0.2930989
300	0.0140945	0.6892773	0.5428305	0.8235534	0.7083084	0.3899390	0.3454409	0.7060421	0.4432717	0.2757178
350	0.0104296	0.5848492	0.6712897	0.6067049	0.5899839	0.4102577	0.2965150	0.6239407	0.4838237	0.3391651
400	0.0138913	0.5033188	0.4887441	0.6226601	0.7358422	0.3498542	0.3442948	0.6266209	0.4153149	0.2402083
450	0.0163520	0.5515200	0.7009335	0.6827501	0.7200350	0.4150725	0.4116688	0.6947074	0.6530804	0.3335590
500	0.0226287	0.5529174	0.5591450	0.7129937	0.7542528	0.3673090	0.3149332	0.5471018	0.4702496	0.5079463
550	0.0071812	0.6695393	0.4747119	0.6448888	0.8085250	0.5198658	0.2713904	0.6393855	0.4042849	0.3703108
600	0.0105696	0.5842808	0.4728563	0.7015662	0.6589545	0.4949057	0.2412568	0.7022323	0.4369504	0.2707990
650	0.0091019	0.6421122	0.4026345	0.6628120	0.6391069	0.4527135	0.3140169	0.7157090	0.4228534	0.3219628
700	0.0084435	0.6665427	0.3334083	0.7000276	0.8223666	0.5365710	0.3956732	0.6134309	0.4086051	0.2677716
750	0.0106750	0.6239562	0.4225212	0.7653220	0.7883821	0.4307462	0.3663620	0.5965061	0.5008388	0.3239715
800	0.0133454	0.6088428	0.3653876	0.6907193	0.8048957	0.4679728	0.3616251	0.8085631	0.5124206	0.3456977
850	0.0113975	0.5984607	0.3332377	0.7236191	0.7555424	0.5057842	0.4177547	0.6943757	0.3987201	0.3135118
900	0.0168499	0.6179432	0.3648624	0.6311748	0.7857052	0.3716485	0.4339008	0.6640716	0.3903189	0.3384728
950	0.0154067	0.4878215	0.3781437	0.6174086	0.6684151	0.5692752	0.3633369	0.5325070	0.3476723	0.3239654
1000	0.0138111	0.5106716	0.4084431	0.7392067	0.8291335	0.4243988	0.3768448	0.5849823	0.3620253	0.2817564

0	0.0208487	0.5629297	0.4935768	0.8312710	0.7444194	0.5630913	0.3204451	0.5810749	0.4396102	0.3412475
50	0.0039106	0.4767717	0.4870544	0.6900857	0.7002346	0.5238286	0.3875362	0.6364703	0.3649393	0.3281259
100	0.0292954	0.7124509	0.6101981	0.8886065	0.8457242	0.4645546	0.4622696	0.6006797	0.5206417	0.4418940
150	0.0068146	0.6963068	0.7882209	0.6853073	0.8482889	0.3505657	0.3226668	0.6865024	0.4967820	0.3117204
200	0.0007213	0.7077729	0.5690065	0.6767583	0.8205523	0.5334941	0.2592503	0.7437086	0.3318371	0.2722771
250	0.0018879	0.6477670	0.6685355	0.7565459	0.6696723	0.4800589	0.3484396	0.6294646	0.3782264	0.3649650
300	0.0001253	0.7897317	0.6996821	0.7190639	0.6609255	0.4286227	0.3667142	0.6731254	0.3951928	0.3497169
350	0.0020127	0.6834595	0.7165105	0.8953275	0.5859783	0.4899604	0.3457837	0.7330266	0.3391542	0.3837939
400	0.0043196	0.6963940	0.6520983	0.8584816	0.7454796	0.3805445	0.2938409	0.6093684	0.4676971	0.3791944
450	0.0006867	0.6815684	0.7125994	0.7962588	0.6732517	0.4383624	0.2516587	0.6238294	0.4199578	0.3218886
500	0.0024480	0.7515705	0.7190819	0.5881715	0.6937664	0.4923341	0.2532000	0.7359573	0.4120020	0.3183549
550	0.0348460	0.6755881	0.5085118	0.7103878	0.6995828	0.4183340	0.3490229	0.4988602	0.4588374	0.2889551
600	0.0198472	0.7483799	0.4213887	0.7730819	0.7218153	0.5785123	0.3205654	0.6420654	0.4378304	0.3001486
650	0.0114744	0.7152275	0.3629325	0.7587312	0.7924069	0.4650665	0.3633362	0.6942494	0.4832969	0.4018139
700	0.0121089	0.3969069	0.3756522	0.6403548	0.6357870	0.5637065	0.3273574	0.7163551	0.4821645	0.2560901
750	0.0361376	0.5379107	0.2617056	0.8133140	0.7754789	0.5462033	0.3313928	0.6397395	0.5034607	0.3396454
800	0.0023845	0.6555775	0.2949896	0.6995645	0.7572228	0.6078430	0.4524935	0.6571685	0.3910029	0.3099461
850	0.0205069	0.5843755	0.3963249	0.7654472	0.6350334	0.5865344	0.3652611	0.6522788	0.4488368	0.5206999
900	0.0252445	0.5766010	0.3191945	0.7210252	0.6322174	0.4940410	0.3433202	0.7282713	0.5099479	0.3053457
950	0.0069525	0.5707641	0.3477372	0.7051020	0.6147368	0.5978152	0.3264770	0.6323344	0.4042872	0.2799144
1000	0.0147979	0.5137112	0.4056035	0.7233166	0.6929402	0.5929135	0.4589227	0.7804011	0.3530599	0.2369368

0	0.0154762	0.5278169	0.4354169	0.7216222	0.7369056	0.5241241	0.2994656	0.5396779	0.4339841	0.3964366
50	0.0177937	0.5630988	0.5453298	0.8362228	0.8687849	0.5048011	0.4123360	0.6926796	0.3706039	0.3255559
100	0.0014625	0.7470491	0.6270317	0.7877649	0.8679174	0.3752295	0.4267735	0.5162028	0.4140951	0.3515278
150	0.0036996	0.5722298	0.6839916	0.7638805	0.8117688	0.4086681	0.4936357	0.7048592	0.4186714	0.2654031
200	0.0014712	0.6407362	0.5500593	0.7113431	0.7357110	0.4502553	0.3478409	0.6355745	0.4619570	0.3043247
250	0.0012066	0.6475509	0.5991370	0.8225907	0.6560951	0.3850058	0.3966123	0.5813755	0.3851877	0.3511905
300	0.0036872	0.6007929	0.6757329	0.9727143	0.7099165	0.5523602	0.3494958	0.6492795	0.4992092	0.4077320
350	0.0005306	0.4981650	0.6680591	0.6768965	0.9212469	0.5255632	0.3198695	0.6705376	0.5512911	0.3620099
400	0.0006966	0.5797338	0.6178654	0.6131148	0.5930605	0.4604119	0.2937219	0.6796285	0.3589822	0.3320310
450	0.0012619	0.5703477	0.6214588	0.6167077	0.7000969	0.4863142	0.2903015	0.8940439	0.5359839	0.3391249
500	0.0037994	0.5674248	0.7247358	0.7074396	0.5196249	0.3746147	0.4422340	0.7118998	0.3734901	0.3847557
550	0.0025755	0.7243577	0.4853805	0.7753571	0.7461772	0.3807912	0.3039572	0.5668176	0.4168013	0.4686278
600	0.0033205	0.5177651	0.4552286	0.8179379	0.7723408	0.4905187	0.4025958	0.6542284	0.4059406	0.4823798
650	0.0151465	0.5482094	0.4213784	0.6729238	0.6420955	0.4454017	0.4552699	0.8167585	0.3615716	0.2549051
700	0.0164460	0.5869836	0.2747953	0.6836850	0.7585814	0.3999062	0.3973012	0.5106826	0.4285309	0.2935482
750	0.0058596	0.6401449	0.3924389	0.7424692	0.6324883	0.4829654	0.3397758	0.5495255	0.5976352	0.3161883
800	0.0080632	0.6653549	0.3705718	0.8243334	0.7668454	0.5489872	0.2551483	0.7968335	0.5601288	0.3527706
850	0.0227201	0.5245569	0.3950465	0.8971344	0.6569150	0.5635943	0.2686906	0.6956177	0.4389066	0.3582481
900	0.0441218	0.5228482	0.4203430	0.7465539	0.8011387	0.6246835	0.4404994	0.6345294	0.4706821	0.2886880
950	0.0157861	0.6353492	0.3802523	0.7701771	0.8580282	0.4443731	0.3744976	0.7007433	0.6168237	0.3075613
1000	0.0277142	0.5295374	0.3309519	0.7047293	0.7357565	0.4918153	0.2821690	0.5982354	0.4956867	0.3451553

0	0.0158308	0.5145170	0.4213881	0.7281765	0.7298658	0.5387856	0.4000514	0.6857606	0.3918204	0.3537866
50	0.0043712	0.4407417	0.3238293	0.8045781	0.6510101	0.5036102	0.3703144	0.6158241	0.5112313	0.2694203
100	0.0155679	0.5944294	0.3794034	0.6484592	0.3671643	0.4772806	0.3435972	0.6547107	0.4891977	0.3201965
150	0.0158922	0.6290623	0.3919013	0.7043871	0.2572638	0.5263043	0.3868339	0.8422455	0.3870429	0.2033136
200	0.0097876	0.6400009	0.3903205	0.6269952	0.2843722	0.6190756	0.3235291	0.5729292	0.5585233	0.2573131
250	0.0085714	0.5036265	0.3571288	0.6531238	0.2677379	0.6018306	0.4162632	0.6434671	0.3769441	0.2702835
300	0.0251537	0.6008109	0.3198180	0.8387097	0.2939756	0.6170517	0.5150147	0.5992920	0.3502180	0.2353886
350	0.0689760	0.6414670	0.4595081	0.7556175	0.2747404	0.7677791	0.4272009	0.6623191	0.5042614	0.2729632
400	0.0089924	0.6300979	0.3916177	0.7743127	0.2837133	0.5525544	0.5307498	0.6239859	0.3906747	0.3016750
450	0.0215780	0.6568038	0.3359676	0.6814303	0.2325833	0.5618805	0.4958454	0.6016604	0.4783665	0.2412511
500	0.0075217	0.4540214	0.3835083	0.7081543	0.2538921	0.4636631	0.4617079	0.6823949	0.4218878	0.3135747
550	0.0052033	0.6667509	0.3861149	0.7087778	0.4696518	0.5707082	0.4491601	0.7001198	0.4655606	0.2314942
600	0.0103146	0.4463405	0.4506771	0.7594775	0.6882195	0.4935342	0.4403839	0.6950640	0.4671237	0.3515412
650	0.0126837	0.5841992	0.3912047	0.7723676	0.7413656	0.4949861	0.4007239	0.7462507	0.5900460	0.3487731
700	0.0121168	0.6049850	0.3641857	0.8073852	0.8064043	0.5456236	0.4662820	0.7409754	0.4411469	0.4174091
750	0.0344037	0.5003582	0.4297589	0.7742624	0.8608638	0.4156758	0.2839901	0.6978795	0.4080291	0.2966785
800	0.0024797	0.5242666	0.3810722	0.6826358	0.5961138	0.4512355	0.2628810	0.5578813	0.4234207	0.4162202
850	0.0095466	0.6653487	0.3581109	0.9669917	0.8105975	0.4283797	0.3094788	0.6761786	0.4346257	0.4096487
900	0.0454133	0.5622959	0.3633016	0.7578959	0.8274399	0.4153513	0.4125135	0.6239087	0.4545436	0.4417990
950	0.0155907	0.4828700	0.2928880	0.7544126	0.7870625	0.5124866	0.5267474	0.6077817	0.4527369	0.3415039
1000	0.0177528	0.5912885	0.3133229	0.7641769	0.9433747	0.5152673	0.3433922	0.5906840	0.4984873	0.3666333

0	0.0143739	0.5863774	0.4307199	0.7435825	0.7176337	0.4992232	0.3798797	0.5818427	0.4222706	0.3269628
50	0.0191286	0.5909112	0.4669726	0.6761069	0.7393171	0.4437412	0.4856874	0.7126881	0.3931417	0.3797400
100	0.0095590	0.7409670	0.3180085	0.6987488	0.8016445	0.4227850	0.3545442	0.8423944	0.4421627	0.2812112
150	0.0099523	0.6770519	0.3831311	0.8834069	0.6295985	0.4604656	0.4032288	0.7933348	0.4951911	0.3062837
200	0.0028250	0.7223722	0.3917768	0.7353078	0.6905851	0.5662528	0.3419216	0.6730690	0.3669749	0.3241374
250	0.0052461	0.6072228	0.4265494	0.6451077	0.6835160	0.4425161	0.3233432	0.7893640	0.4196237	0.3409291
300	0.0065061	0.6297518	0.4991197	0.6681046	0.6267081	0.5104199	0.3779206	0.7160364	0.4225487	0.3690524
350	0.0178041	0.7173513	0.4050876	0.8178283	0.7904244	0.4750553	0.3842794	0.7362684	0.4764479	0.2278820
400	0.0004922	0.7608869	0.3801366	0.7778360	0.7729523	0.5700045	0.3742752	0.8006005	0.4087671	0.3612981
450	0.0012768	0.6656478	0.3490998	0.8521787	0.5823040	0.5379235	0.3350477	0.6819538	0.3943815	0.2692135
500	0.0076926	0.7807836	0.4446534	0.8446466	0.6673527	0.4280617	0.2802119	0.7532425	0.4562783	0.4079961
550	0.0015027	0.6668432	0.4247018	0.8481516	0.7520867	0.5416436	0.3288218	0.6935117	0.3299501	0.3197054
600	0.0033100	0.5785024	0.4622920	0.7987351	0.6519820	0.5818967	0.2530705	0.5982312	0.3947006	0.3286145
650	0.0127374	0.6335073	0.3305654	0.7712357	0.7109063	0.4827410	0.3633752	0.5594280	0.3666915	0.3456359
700	0.0303907	0.5540077	0.3354158	0.8986220	0.7790584	0.6311178	0.3373591	0.5225339	0.4217412	0.3464291
750	0.0178775	0.5084316	0.4029095	0.7122570	0.6984934	0.5029790	0.3458700	0.6504181	0.5699952	0.3482022
800	0.0160343	0.6536357	0.3380921	0.7901175	0.6585321	0.4313269	0.3727695	0.5456103	0.4960395	0.3498299
850	0.0206747	0.5455446	0.3972113	1.0098600	0.6073618	0.4394665	0.4996405	0.7833971	0.4728200	0.2911786
900	0.0258545	0.6871831	0.3892923	0.7969633	0.8457233	0.4986408	0.3847792	0.7238794	0.4382082	0.4042157
950	0.0129290	0.3971430	0.4592543	0.6816429	0.7857314	0.5089032	0.3863432	0.6237267	0.4601987	0.2807103
1000	0.0217636	0.4626560	0.3148890	0.7394744	0.9126360	0.5589073	0.3406554	0.6541141	0.3557423	0.3668492

0	0.0094313	0.6440445	0.4371537	0.7771710	0.6545969	0.4407168	0.3089741	0.6279760	0.3907642	0.3054955
50	0.0072497	0.5566553	0.3621633	0.8184581	0.7143137	0.2151780	0.3921288	0.5895125	0.4615851	0.3089812
100	0.0073752	0.6478366	0.3367141	0.8318118	0.5276474	0.1127936	0.2314036	0.7602401	0.4356653	0.3392244
150	0.0047343	0.6107056	0.2665315	0.6087220	0.5197367	0.0801761	0.2267885	0.5926150	0.3209367	0.3851939
200	0.0135092	0.4887648	0.3575298	0.6714787	0.5782693	0.1326281	0.2304081	0.7066515	0.3934515	0.3622392
250	0.0064246	0.4298566	0.2923048	0.6883289	0.5293486	0.1385934	0.1530443	0.6263149	0.4003737	0.3771441
300	0.0202152	0.5339744	0.3522111	0.6959879	0.5618324	0.1101689	0.1829775	0.6878709	0.3817113	0.3795876
350	0.0048898	0.4806804	0.2879946	0.7970168	0.5047632	0.1122130	0.1753854	0.6997866	0.3868313	0.2976186
400	0.0189979	0.4175973	0.3665788	0.7694915	0.5005793	0.0883314	0.1515886	0.5695267	0.3899527	0.3653139
450	0.0192006	0.5028301	0.3935260	0.7098063	0.5171841	0.1155789	0.1993338	0.5729130	0.4065324	0.2853071
500	0.0088003	0.6299458	0.3915690	0.7146027	0.5125695	0.1043104	0.2647306	0.6035892	0.5134521	0.4022707
550	0.0109484	0.6402172	0.3062312	0.7105049	0.5987078	0.3442713	0.2270344	0.7551490	0.3751156	0.3218622
600	0.0230264	0.6407532	0.4971746	0.7576551	0.6554219	0.4493437	0.2424326	0.6341782	0.3862128	0.3475211
650	0.0318283	0.4989149	0.4788960	0.8600074	0.6306433	0.5671594	0.3470431	0.6740733	0.4194333	0.2127561
700	0.0362402	0.5417284	0.3927377	0.8541571	0.8791066	0.5283480	0.3976858	0.6533591	0.4074587	0.2666419
750	0.0401772	0.5349378	0.4390362	0.7690857	0.6384714	0.4429015	0.4259796	0.6189932	0.4826115	0.3725999
800	0.0068459	0.6088152	0.4708627	0.8845982	0.5730449	0.3665759	0.4873483	0.6285998	0.4875007	0.3236559
850	0.0021500	0.5433498	0.5639761	0.7258517	0.5711218	0.4261605	0.4096450	0.7803788	0.4134742	0.2504870
900	0.0028095	0.7550101	0.4328526	0.8197813	0.5976598	0.4005935	0.3768588	0.7400917	0.5628316	0.3426467
950	0.0072655	0.5806157	0.3715383	0.7376460	0.7400386	0.5174725	0.3933265	0.7055093	0.5408047	0.3421660
1000	0.0207152	0.5747147	0.3282547	0.7001927	0.8285591	0.4823207	0.3564384	0.5713542	0.4041867	0.3632545

0	0.0276737	0.5333356	0.4175030	0.8707086	0.7663762	0.4208028	0.3510287	0.6512592	0.4029553	0.3650631
50	0.0157344	0.6533815	0.3433803	0.7019762	0.8810870	0.4913857	0.2954497	0.6446031	0.4098656	0.2199265
100	0.0093365	0.5644739	0.3559909	0.6559140	0.6381699	0.5973864	0.1991485	0.5428602	0.4570642	0.1528707
150	0.0030982	0.5039022	0.4022582	0.8032363	0.7431388	0.6449129	0.0821691	0.6878142	0.4051046	0.0995609
200	0.0087657	0.6572953	0.3601854	0.8314067	0.7607149	0.6744222	0.0767190	0.7359393	0.6053334	0.0468546
250	0.0042484	0.5644915	0.3894478	0.7667538	0.6473697	0.6984954	0.0599886	0.6582977	0.6305587	0.0372255
300	0.0007775	0.6307644	0.4732794	0.8959159	0.8499143	0.6293526	0.0490799	0.6941955	0.7000252	0.0247876
350	0.0137066	0.5625903	0.4013215	0.5656010	0.7652077	0.7252652	0.0376837	0.6509652	0.6561066	0.0353051
400	0.0026756	0.5287043	0.4022284	0.7310164	0.7332812	0.6665888	0.0561775	0.8579823	0.6642843	0.0462194
450	0.0079813	0.5751993	0.4581035	0.7697457	0.6063066	0.6405665	0.0499179	0.8417186	0.6078947	0.0395825
500	0.0018196	0.5782169	0.3394445	0.7210761	0.8116932	0.5226814	0.0616477	0.7330372	0.6325611	0.0641760
550	0.0116431	0.5476651	0.4133514	0.7582267	0.7825656	0.6018540	0.1353765	0.6803403	0.7461024	0.2214436
600	0.0082402	0.5123593	0.3632374	0.8305087	0.6492877	0.5885766	0.3378462	0.7475704	0.4881056	0.2626299
650	0.0264442	0.6413611	0.4244277	0.8173703	0.7975234	0.6361418	0.4417631	0.6816288	0.5418246	0.3572555
700	0.0145098	0.5517808	0.4040699	0.7120028	0.6953197	0.5383835	0.4124681	0.7076037	0.5715323	0.3566107
750	0.0227975	0.5514683	0.3914131	0.7166718	0.7025590	0.5305379	0.3440820	0.7162523	0.4936355	0.2084697
800	0.0195437	0.5397606	0.4594181	0.6692119	0.8566631	0.4631057	0.3137115	0.7054653	0.4545938	0.3695302
850	0.0259803	0.6168309	0.3786962	0.6751312	0.7543774	0.4617082	0.3519483	0.6713698	0.4381389	0.4148824
900	0.0149331	0.5169754	0.3576015	0.6773987	0.6237098	0.5167466	0.4209176	0.5641201	0.3570382	0.3848417
950	0.0239817	0.6700439	0.3409235	0.6944038	0.7152298	0.4001885	0.2999895	0.6761335	0.3486536	0.3240599
1000	0.0045057	0.6077222	0.3546247	0.6529584	0.8260168	0.5053630	0.3048890	0.6633033	0.4112293	0.3702374

0	0.0074715	0.6227072	0.4413058	0.7504606	0.8455051	0.5230621	0.3417203	0.6900798	0.4122607	0.3892326
50	0.0298490	0.5564419	0.2417618	0.9399583	0.7649069	0.6068012	0.3689662	0.7988245	0.3911332	0.3168380
100	0.0245668	0.6302362	0.3192559	0.7933126	0.7225470	0.5181330	0.3488260	0.7060091	0.3325134	0.3938015
150	0.0165997	0.5113132	0.3975720	0.8722283	0.6882499	0.4835782	0.4606616	0.7687585	0.4528249	0.3626682
200	0.0120117	0.5826030	0.2862724	0.8064969	0.9032860	0.4961823	0.4574207	0.7204187	0.3986487	0.2824098
250	0.0325956	0.5889249	0.3510096	0.6884706	0.7280127	0.5154050	0.2742902	0.6660672	0.3990304	0.3466826
300	0.0157547	0.5188493	0.3309405	0.7233808	0.7007314	0.5828779	0.3040671	0.7381338	0.4259264	0.3960126
350	0.0152068	0.6512835	0.3010078	0.8514584	0.7072480	0.5393452	0.4718839	0.7087730	0.4631081	0.3876815
400	0.0219069	0.5958719	0.3383966	0.7163822	0.6710536	0.4838559	0.4248157	0.5724637	0.3911388	0.4483291
450	0.0139331	0.4275687	0.4247044	0.6915435	0.7248820	0.5710805	0.3815960	0.6246704	0.4559283	0.3439210
500	0.0054693	0.5757447	0.3839070	0.8179918	0.6540529	0.4799195	0.4584016	0.7175906	0.4467310	0.2826542
550	0.0209728	0.6022133	0.4096300	0.8027352	0.7943179	0.4645969	0.4698460	0.6866977	0.3309987	0.2910199
600	0.0221225	0.5253421	0.3253081	0.7895835	0.7273143	0.4520183	0.2889522	0.6553937	0.4341448	0.3376723
650	0.0127915	0.7185287	0.4332297	0.8326176	0.6418983	0.4352892	0.3351862	0.6626856	0.4224589	0.3304725
700	0.0233426	0.5056464	0.4324427	0.7793958	0.8313038	0.4807100	0.3591012	0.6234629	0.5327114	0.3474920
750	0.0122935	0.4731689	0.4055843	0.7677731	0.7138763	0.5363002	0.3946758	0.6217361	0.3444007	0.2813888
800	0.0103006	0.6879791	0.4161764	0.8832681	0.8716567	0.4349874	0.3458389	0.7227124	0.4323281	0.2639667
850	0.0078046	0.6622995	0.3788355	0.6840061	0.9195965	0.4359106	0.2671071	0.6287843	0.4533630	0.2337958
900	0.0068337	0.5707754	0.3561374	0.8113027	0.7047842	0.4118565	0.2948311	0.5872421	0.4845567	0.2491280
950	0.0161080	0.4827743	0.5308939	0.8455483	0.9283526	0.4771210	0.3197473	0.6029136	0.4630827	0.2743113
1000	0.0079167	0.4178611	0.3911527	0.7583773	0.6694710	0.4649228	0.3991695	0.8317159	0.4208360	0.3271466

0	0.0147588	0.6594524	0.3879555	0.8006094	0.7981857	0.5072879	0.2744721	0.7488371	0.3366717	0.3350759
50	0.0114421	0.5442869	0.4257851	0.6477170	0.6747313	0.3804152	0.4521359	0.6391716	0.4062472	0.2485042
100	0.0142830	0.4991040	0.3000254	0.7148025	0.6899570	0.3883447	0.3542893	0.7638845	0.3973777	0.1352114
150	0.0217477	0.4351693	0.3385549	0.7010111	0.7360778	0.5585552	0.2544034	0.6847727	0.5113437	0.1531534
200	0.0186601	0.4928043	0.4424240	0.7395375	0.6456678	0.5380344	0.3187150	0.5781875	0.5487881	0.0852386
250	0.0205957	0.6470425	0.4398454	0.6708197	0.6636967	0.5401335	0.4316542	0.6387905	0.6238091	0.1743779
300	0.0349123	0.5707280	0.4015625	0.7095927	0.7792249	0.4191109	0.3544135	0.6894392	0.6440874	0.1397611
350	0.0235828	0.6294063	0.5447597	0.8589730	0.7373938	0.4178925	0.3711539	0.7706947	0.5951613	0.1466135
400	0.0211902	0.5062561	0.4268733	0.6840740	0.6319317	0.4167943	0.2887290	0.7128876	0.7993132	0.0933807
450	0.0340709	0.6450844	0.5308335	0.6807135	0.8175266	0.4543372	0.2901479	0.5725421	0.7348159	0.1535580
500	0.0231770	0.5277811	0.3314862	0.6947494	0.6467675	0.6290582	0.3854424	0.7290523	0.6476375	0.0943072
550	0.0101060	0.5946871	0.3271688	0.8358414	0.7237887	0.5177393	0.4089236	0.8089321	0.6623252	0.1758252
600	0.0044980	0.4548143	0.2847016	0.7494063	0.7476578	0.5368774	0.4977422	0.6866392	0.5292215	0.2499817
650	0.0116804	0.4720180	0.3512807	0.7058923	0.8938279	0.4184312	0.3532423	0.6545259	0.4286813	0.2761815
700	0.0043593	0.5656088	0.3639259	0.7426530	0.7435507	0.5572696	0.4202977	0.6456481	0.4810657	0.4100836
750	0.0070306	0.5584341	0.3074135	0.6628280	0.8875861	0.5594602	0.4233078	0.6699690	0.5553312	0.4691863
800	0.0359457	0.5429810	0.3443422	0.6471898	0.8714042	0.5314460	0.4191158	0.6918343	0.4331655	0.3438530
850	0.0089029	0.4692204	0.2879404	0.9167226	0.7700516	0.5205043	0.3637696	0.6263741	0.4388109	0.3701025
900	0.0035058	0.4895833	0.3555952	0.7975395	0.7197362	0.4505029	0.3882591	0.6943788	0.3948585	0.3596720
950	0.0294342	0.4547819	0.4127790	0.7990664	0.7754565	0.5472620	0.3480790	0.6302295	0.3928143	0.3574275
1000	0.0139711	0.5692519	0.4449338	0.7838518	0.8475880	0.5510527	0.4323350	0.6439694	0.4701112	0.3796445
