"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7853379	0.8298739	0.0756352	0.6210040	0.6309638	0.2144968	0.6455512	0.9672154	0.9734317	1.0000000
100	0.7319159	0.6078869	0.0799951	0.5991920	0.7048600	0.1315540	0.6493952	0.9673378	0.9808939	1.0000000
150	0.6140732	0.4614516	0.0937427	0.5545796	0.7987724	0.0890283	0.6629216	0.9677413	0.9890744	1.0000000
200	0.4708631	0.3813191	0.1189789	0.5155466	0.8636332	0.0776135	0.6838217	0.9683164	0.9943778	1.0000000
250	0.3473711	0.3412128	0.1500004	0.4917109	0.8887506	0.0861540	0.7047305	0.9688589	0.9970168	1.0000000
300	0.2606087	0.3221658	0.1782458	0.4774110	0.8825394	0.1056079	0.7202037	0.9692581	0.9979466	1.0000000
350	0.2068961	0.3134277	0.1989327	0.4682314	0.8578346	0.1275350	0.7283366	0.9694987	0.9977936	1.0000000
400	0.1762788	0.3095162	0.2118942	0.4640388	0.8274694	0.1460926	0.7297299	0.9696068	0.9969421	1.0000000
450	0.1597967	0.3077969	0.2193335	0.4646107	0.8004450	0.1593142	0.7263302	0.9696170	0.9957461	1.0000000
500	0.1512880	0.3070519	0.2236387	0.4678313	0.7803449	0.1677888	0.7204648	0.9695641	0.9945296	1.0000000
550	0.1599478	0.4768588	0.2152948	0.4767249	0.7167856	0.4071052	0.7135333	0.9694678	0.9893898	1.0000000
600	0.2516898	0.6987104	0.1724896	0.5512386	0.5466712	0.6585984	0.6972122	0.9689395	0.9509985	1.0000000
650	0.4066562	0.8450885	0.1302206	0.6891937	0.4243892	0.7374984	0.6611012	0.9665096	0.8848999	1.0000000
700	0.5510877	0.9251971	0.1036733	0.7919470	0.3785049	0.6874165	0.6157570	0.9613393	0.8372679	1.0000000
750	0.6538651	0.9652935	0.0896484	0.8301004	0.3808399	0.6048774	0.5787594	0.9552501	0.8269274	1.0000000
800	0.7172640	0.9843364	0.0827712	0.8263115	0.4041733	0.5405434	0.5585467	0.9512237	0.8421255	1.0000000
850	0.7531667	0.9930728	0.0794776	0.8048069	0.4306297	0.4987902	0.5534850	0.9504095	0.8649541	1.0000000
900	0.7723841	0.9969836	0.0778766	0.7808161	0.4529376	0.4695611	0.5575455	0.9518918	0.8854714	1.0000000
950	0.7822661	0.9987026	0.0770615	0.7602779	0.4710145	0.4454876	0.5652500	0.9542786	0.9014421	1.0000000
1000	0.7871956	0.9994474	0.0766170	0.7433390	0.4867133	0.4241859	0.5735172	0.9566667	0.9137535	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.8334246	0.9923167	0.0752200	0.6213216	0.6279148	0.2290959	0.6455360	0.9653006	0.7893628	1.0000000
100	0.8842638	0.9822911	0.0753112	0.6038742	0.6865286	0.1578711	0.6492626	0.9483927	0.6037938	1.0000000
150	0.9150837	0.9756777	0.0753874	0.5662937	0.7654697	0.1131494	0.6639282	0.9073303	0.5099096	1.0000000
200	0.9304016	0.9720587	0.0753351	0.5301878	0.8311894	0.0868555	0.6907877	0.8529296	0.4698289	1.0000000
250	0.9372726	0.9702474	0.0751710	0.5059342	0.8765571	0.0697167	0.7245668	0.8033386	0.4538849	1.0000000
300	0.9401503	0.9693872	0.0749744	0.4914950	0.9070357	0.0571249	0.7585814	0.7677174	0.4477803	1.0000000
350	0.9412910	0.9689926	0.0748014	0.4827726	0.9283949	0.0474824	0.7880570	0.7458192	0.4455092	1.0000000
400	0.9417205	0.9688159	0.0746688	0.4771521	0.9438388	0.0402518	0.8109627	0.7337138	0.4446904	1.0000000
450	0.9418733	0.9687383	0.0745734	0.4733528	0.9549470	0.0350546	0.8273782	0.7275139	0.4444083	1.0000000
500	0.9419239	0.9687046	0.0745061	0.4707548	0.9627194	0.0314735	0.8384517	0.7245180	0.4443185	1.0000000
550	0.8974589	0.9763736	0.0744441	0.4692344	0.9612658	0.0567908	0.8453252	0.7403723	0.6325713	1.0000000
600	0.8443073	0.9863930	0.0743224	0.4717247	0.9310255	0.0893975	0.8444001	0.8076702	0.8261536	1.0000000
650	0.8135296	0.9930038	0.0741765	0.4803298	0.8891002	0.1130097	0.8301239	0.8759931	0.9256333	1.0000000
700	0.7994030	0.9966217	0.0740805	0.4919010	0.8523618	0.1310687	0.8061014	0.9212331	0.9684972	1.0000000
750	0.7938462	0.9984326	0.0740570	0.5033550	0.8226999	0.1473197	0.7799131	0.9462420	0.9852952	1.0000000
800	0.7919893	0.9992926	0.0740892	0.5139473	0.7971240	0.1632173	0.7565837	0.9587861	0.9911235	1.0000000
850	0.7915217	0.9996871	0.0741540	0.5241173	0.7736307	0.1786075	0.7376614	0.9646890	0.9924498	1.0000000
900	0.7914942	0.9998638	0.0742360	0.5342131	0.7519342	0.1928511	0.7227293	0.9673180	0.9919126	1.0000000
950	0.7915658	0.9999414	0.0743263	0.5441389	0.7324730	0.2055170	0.7108193	0.9684064	0.9906050	1.0000000
1000	0.7916345	0.9999750	0.0744195	0.5535619	0.7155715	0.2165352	0.7010944	0.9687916	0.9890107	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7917360	1.0000000	0.0752180	0.6586504	0.4783706	0.2342869	0.6404448	0.9724805	0.9730350	1.0000000
100	0.7917360	1.0000000	0.0754178	0.7506386	0.4255196	0.1750588	0.6157896	0.9787306	0.9789771	1.0000000
150	0.7917360	1.0000000	0.0757990	0.7802967	0.4434481	0.1493871	0.5880796	0.9825329	0.9859773	1.0000000
200	0.7917360	1.0000000	0.0760940	0.7670826	0.4638569	0.1465079	0.5723133	0.9845353	0.9907434	1.0000000
250	0.7917360	1.0000000	0.0762096	0.7526555	0.4703536	0.1517661	0.5670662	0.9855440	0.9930722	1.0000000
300	0.7917360	1.0000000	0.0762169	0.7483801	0.4681351	0.1569856	0.5661362	0.9860393	0.9938377	1.0000000
350	0.7917360	1.0000000	0.0761997	0.7504786	0.4639166	0.1601246	0.5656764	0.9862730	0.9938795	1.0000000
400	0.7917360	1.0000000	0.0761946	0.7540304	0.4606344	0.1618134	0.5646598	0.9863758	0.9937031	1.0000000
450	0.7917360	1.0000000	0.0762035	0.7568525	0.4585576	0.1629489	0.5633186	0.9864160	0.9935152	1.0000000
500	0.7917360	1.0000000	0.0762179	0.7587327	0.4571577	0.1639648	0.5620229	0.9864283	0.9933610	1.0000000
550	0.7917360	1.0000000	0.0762159	0.7139648	0.6060830	0.2395180	0.5671836	0.9814925	0.9922938	1.0000000
600	0.7917360	1.0000000	0.0760205	0.6309792	0.6360642	0.3162049	0.5921138	0.9755851	0.9854152	1.0000000
650	0.7917360	1.0000000	0.0756632	0.6203507	0.5997885	0.3411338	0.6154431	0.9717757	0.9742172	1.0000000
700	0.7917360	1.0000000	0.0754288	0.6394721	0.5773737	0.3362375	0.6258820	0.9693966	0.9656364	1.0000000
750	0.7917360	1.0000000	0.0753766	0.6516799	0.5750971	0.3252037	0.6279731	0.9678748	0.9622628	1.0000000
800	0.7917360	1.0000000	0.0754036	0.6523280	0.5811666	0.3175290	0.6280684	0.9669830	0.9623336	1.0000000
850	0.7917360	1.0000000	0.0754263	0.6480597	0.5874140	0.3135462	0.6288975	0.9665586	0.9635552	1.0000000
900	0.7917360	1.0000000	0.0754232	0.6437915	0.5915974	0.3112034	0.6305332	0.9664251	0.9647484	1.0000000
950	0.7917360	1.0000000	0.0754040	0.6408302	0.5943186	0.3091601	0.6323497	0.9664341	0.9656523	1.0000000
1000	0.7917360	1.0000000	0.0753814	0.6387910	0.5964887	0.3070861	0.6339570	0.9664948	0.9663529	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7946058	0.7823324	0.0757899	0.6225276	0.6164648	0.2892324	0.6453733	0.9672092	0.9718105	1.0000000
100	0.7448801	0.4983113	0.0830797	0.6225771	0.6163910	0.2909888	0.6452462	0.9672013	0.9717789	1.0000000
150	0.6147548	0.3109549	0.1161014	0.6225624	0.6119698	0.3118317	0.6450754	0.9671924	0.9711427	1.0000000
200	0.4645418	0.2084294	0.1974392	0.6203227	0.5890634	0.3764545	0.6438246	0.9671337	0.9669273	1.0000000
250	0.3498370	0.1571154	0.3036542	0.5774088	0.5377480	0.4898830	0.6385001	0.9668300	0.9528292	1.0000000
300	0.2795915	0.1327457	0.3819899	0.4888317	0.4706883	0.6230296	0.6255841	0.9658250	0.9222810	1.0000000
350	0.2415676	0.1215658	0.4138507	0.4515702	0.4102780	0.7401357	0.6046572	0.9634307	0.8770249	1.0000000
400	0.2224468	0.1165612	0.4227000	0.4638428	0.3671373	0.8255979	0.5796097	0.9590757	0.8279257	1.0000000
450	0.2132697	0.1143615	0.4300787	0.4840254	0.3400727	0.8814687	0.5558382	0.9527659	0.7853053	1.0000000
500	0.2089997	0.1134083	0.4394678	0.4947367	0.3241544	0.9158343	0.5371088	0.9452154	0.7533922	1.0000000
550	0.1676036	0.3306675	0.4287280	0.4994719	0.3150167	0.9380287	0.5246181	0.9375103	0.7316357	1.0000000
600	0.1896824	0.6145153	0.3237621	0.5525757	0.3093600	0.9563602	0.5176606	0.9305906	0.7171220	1.0000000
650	0.3290528	0.8017987	0.2116237	0.7168681	0.3057995	0.9563407	0.5146453	0.9249013	0.7074479	1.0000000
700	0.4913493	0.9042936	0.1422351	0.8463213	0.3064498	0.9118100	0.5141329	0.9205932	0.7045917	1.0000000
750	0.6163179	0.9555949	0.1068286	0.8864202	0.3153739	0.8224294	0.5156240	0.9182061	0.7142303	1.0000000
800	0.6960755	0.9799592	0.0902386	0.8864859	0.3344886	0.7196482	0.5194695	0.9188017	0.7392978	1.0000000
850	0.7419671	0.9911369	0.0827713	0.8702029	0.3614970	0.6299353	0.5259840	0.9229067	0.7753900	1.0000000
900	0.7667170	0.9961407	0.0794461	0.8453588	0.3916496	0.5612197	0.5347790	0.9296307	0.8139975	1.0000000
950	0.7794866	0.9983400	0.0779295	0.8171852	0.4206769	0.5106701	0.5448820	0.9372435	0.8483753	1.0000000
1000	0.7858644	0.9992930	0.0771850	0.7898955	0.4463623	0.4730051	0.5552450	0.9442811	0.8758251	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7851115	0.8244992	0.1856451	0.6186943	0.6164242	0.2897053	0.6453730	0.9672092	0.9718055	1.0000000
100	0.7294084	0.5954989	0.3133895	0.5459045	0.6155295	0.2941963	0.6452224	0.9672004	0.9716563	1.0000000
150	0.6060993	0.4444374	0.3917970	0.4099086	0.6087934	0.3182403	0.6448652	0.9671831	0.9705977	1.0000000
200	0.4569544	0.3617732	0.4369337	0.3296921	0.5838450	0.3840163	0.6431199	0.9670982	0.9657134	1.0000000
250	0.3296314	0.3203998	0.4641094	0.3103739	0.5320874	0.5005505	0.6371400	0.9667456	0.9507776	1.0000000
300	0.2412029	0.3007511	0.4823549	0.3304516	0.4643636	0.6435629	0.6236389	0.9656568	0.9184817	1.0000000
350	0.1870607	0.2917370	0.4970316	0.3690028	0.4024093	0.7725934	0.6021273	0.9630728	0.8697487	1.0000000
400	0.1565015	0.2877018	0.5101298	0.4054280	0.3580543	0.8653583	0.5763966	0.9582861	0.8165223	1.0000000
450	0.1401901	0.2859283	0.5212328	0.4298264	0.3307462	0.9226512	0.5520319	0.9512258	0.7709127	1.0000000
500	0.1318300	0.2851598	0.5295736	0.4431720	0.3153558	0.9547981	0.5330907	0.9427146	0.7378241	1.0000000
550	0.1402297	0.4603313	0.4328345	0.4633067	0.3071224	0.9716877	0.5208917	0.9340874	0.7163663	1.0000000
600	0.2327668	0.6891918	0.2847793	0.5777350	0.3029656	0.9761839	0.5146479	0.9265222	0.7036014	1.0000000
650	0.3921670	0.8401944	0.1815119	0.7709621	0.3020801	0.9540157	0.5126718	0.9206720	0.6978413	1.0000000
700	0.5418209	0.9228339	0.1258680	0.8696504	0.3067006	0.8866502	0.5134855	0.9169121	0.7013674	1.0000000
750	0.6485628	0.9641971	0.0990309	0.8905280	0.3201374	0.7871310	0.5165037	0.9158934	0.7186084	1.0000000
800	0.7144350	0.9838415	0.0867471	0.8827990	0.3428782	0.6865757	0.5218288	0.9183589	0.7496875	1.0000000
850	0.7517257	0.9928539	0.0812482	0.8625533	0.3717195	0.6037323	0.5294515	0.9241171	0.7883165	1.0000000
900	0.7716738	0.9968883	0.0787760	0.8358232	0.4020052	0.5415560	0.5388139	0.9317562	0.8263845	1.0000000
950	0.7819243	0.9986616	0.0776171	0.8074240	0.4301658	0.4958370	0.5490008	0.9395465	0.8587026	1.0000000
1000	0.7870344	0.9994300	0.0770204	0.7809374	0.4546634	0.4615115	0.5591421	0.9463194	0.8838485	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7908162	0.9730884	0.0752893	0.6910526	0.3651270	0.2117974	0.5448700	0.9690901	0.9735027	1.0000000
100	0.7845097	0.9379731	0.0760947	0.8702724	0.2285871	0.1364622	0.3976364	0.9714018	0.9810456	1.0000000
150	0.7731629	0.9148091	0.0776419	0.9478555	0.2058768	0.1137177	0.2867369	0.9730294	0.9888836	1.0000000
200	0.7609281	0.9021332	0.0791839	0.9637238	0.2059201	0.1171444	0.2193570	0.9741151	0.9935767	1.0000000
250	0.7507952	0.8957890	0.0803197	0.9657329	0.2049247	0.1250384	0.1826890	0.9748072	0.9956074	1.0000000
300	0.7436500	0.8927760	0.0810355	0.9665984	0.2023406	0.1307149	0.1637501	0.9752131	0.9961922	1.0000000
350	0.7391275	0.8913937	0.0814493	0.9676761	0.1999907	0.1338618	0.1541114	0.9754269	0.9961925	1.0000000
400	0.7364778	0.8907750	0.0816765	0.9685880	0.1984536	0.1354199	0.1491767	0.9755258	0.9960397	1.0000000
450	0.7350123	0.8905030	0.0817971	0.9691800	0.1975988	0.1361500	0.1466192	0.9755640	0.9958953	1.0000000
500	0.7342371	0.8903852	0.0818594	0.9695106	0.1971650	0.1364838	0.1452815	0.9755743	0.9957965	1.0000000
550	0.7350212	0.9172463	0.0817592	0.9018007	0.4648927	0.4027108	0.2212567	0.9738200	0.9917718	1.0000000
600	0.7423654	0.9523401	0.0808021	0.7608794	0.4764951	0.6796099	0.3562958	0.9713177	0.9515340	1.0000000
650	0.7547140	0.9754951	0.0792862	0.7690079	0.4020561	0.7596492	0.4537546	0.9675998	0.8803412	1.0000000
700	0.7670654	0.9881672	0.0781225	0.8202012	0.3683690	0.7049146	0.4990144	0.9614650	0.8298476	1.0000000
750	0.7766708	0.9945099	0.0774885	0.8420280	0.3738251	0.6204072	0.5158759	0.9546157	0.8190190	1.0000000
800	0.7831179	0.9975222	0.0771616	0.8339218	0.3975553	0.5543813	0.5252853	0.9501362	0.8346370	1.0000000
850	0.7870471	0.9989042	0.0769484	0.8115770	0.4240249	0.5101066	0.5356794	0.9491803	0.8582946	1.0000000
900	0.7892840	0.9995229	0.0767638	0.7872406	0.4468207	0.4782729	0.5475381	0.9507311	0.8799163	1.0000000
950	0.7904941	0.9997948	0.0765897	0.7660307	0.4657408	0.4521878	0.5591644	0.9532892	0.8970550	1.0000000
1000	0.7911234	0.9999126	0.0764305	0.7482083	0.4822800	0.4295335	0.5694783	0.9558760	0.9103920	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.8459869	1.0000000	0.1985529	0.3684476	0.6166510	0.2870264	0.6454150	0.9634233	0.6651105	0.9441779
100	0.9126247	1.0000000	0.3380058	0.2385932	0.6208485	0.2725713	0.6471905	0.9104714	0.3494042	0.8859844
150	0.9536877	1.0000000	0.4161882	0.1490885	0.6349048	0.2498002	0.6639313	0.7156393	0.1864676	0.8560402
200	0.9746586	1.0000000	0.4523450	0.1041510	0.6583954	0.2213638	0.7233250	0.4488742	0.1153576	0.8432302
250	0.9844509	1.0000000	0.4675682	0.0839418	0.6920526	0.1848313	0.8145343	0.2461044	0.0864749	0.8381952
300	0.9887891	1.0000000	0.4736209	0.0717773	0.7370009	0.1476048	0.8929233	0.1292180	0.0752333	0.8363080
350	0.9906455	1.0000000	0.4759199	0.0620868	0.7859815	0.1187399	0.9432240	0.0704929	0.0710055	0.8356212
400	0.9914206	1.0000000	0.4767460	0.0543841	0.8283563	0.1000762	0.9713300	0.0431872	0.0694649	0.8353761
450	0.9917384	1.0000000	0.4770153	0.0489675	0.8588311	0.0892574	0.9859473	0.0310921	0.0689211	0.8352898
500	0.9918668	1.0000000	0.4770855	0.0455680	0.8780574	0.0833898	0.9932425	0.0259091	0.0687362	0.8352597
550	0.9376673	1.0000000	0.3527075	0.1457132	0.8891118	0.0806978	0.9967915	0.0600690	0.3839692	0.8910714
600	0.8710498	1.0000000	0.2122794	0.3126718	0.8941234	0.0815727	0.9981725	0.3211251	0.7085316	0.9492613
650	0.8299948	1.0000000	0.1341881	0.4398246	0.8936311	0.0852348	0.9890303	0.6079351	0.8761540	0.9792043
700	0.8090270	1.0000000	0.0984896	0.4786914	0.8887799	0.0909307	0.9498613	0.7912279	0.9494063	0.9920139
750	0.7992359	1.0000000	0.0835669	0.4880806	0.8799746	0.1000932	0.8916138	0.8875054	0.9792067	0.9970487
800	0.7948981	1.0000000	0.0776295	0.4926536	0.8656914	0.1140889	0.8367714	0.9334404	0.9907279	0.9989358
850	0.7930419	1.0000000	0.0753507	0.4981632	0.8447724	0.1321030	0.7947848	0.9541591	0.9947314	0.9996226
900	0.7922669	1.0000000	0.0745182	0.5059601	0.8186460	0.1516265	0.7650789	0.9631543	0.9955302	0.9998677
950	0.7919491	1.0000000	0.0742539	0.5159403	0.7907860	0.1701930	0.7439542	0.9669291	0.9948459	0.9999540
1000	0.7918207	1.0000000	0.0742166	0.5271714	0.7645557	0.1864926	0.7281018	0.9684364	0.9934401	0.9999841

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7917360	1.0000000	0.1062634	0.3501388	0.3313989	0.2900369	0.6353646	0.9662122	0.8669931	1.0000000
100	0.7917360	1.0000000	0.1408886	0.3823292	0.1544941	0.3018712	0.5802833	0.9590059	0.7588555	1.0000000
150	0.7917360	1.0000000	0.1604831	0.4180249	0.0997435	0.3488167	0.5083543	0.9451987	0.7013499	1.0000000
200	0.7917360	1.0000000	0.1698045	0.4223202	0.0794517	0.4335525	0.4544190	0.9296057	0.6704792	1.0000000
250	0.7917360	1.0000000	0.1738515	0.4207165	0.0662692	0.5290360	0.4243240	0.9155881	0.6463923	1.0000000
300	0.7917360	1.0000000	0.1755061	0.4194647	0.0561506	0.6076468	0.4114621	0.9031369	0.6217915	1.0000000
350	0.7917360	1.0000000	0.1761543	0.4189106	0.0491941	0.6589844	0.4089106	0.8909144	0.5981254	1.0000000
400	0.7917360	1.0000000	0.1764004	0.4187075	0.0450256	0.6853830	0.4124186	0.8783622	0.5788893	1.0000000
450	0.7917360	1.0000000	0.1764918	0.4186412	0.0428894	0.6931653	0.4196587	0.8662051	0.5658500	1.0000000
500	0.7917360	1.0000000	0.1765252	0.4186205	0.0421103	0.6882146	0.4290194	0.8557579	0.5588442	1.0000000
550	0.7917360	1.0000000	0.1455587	0.8198015	0.2212854	0.6747956	0.4435599	0.8529831	0.6452618	1.0000000
600	0.7917360	1.0000000	0.1112935	0.9039455	0.3359220	0.6484705	0.4780228	0.8718453	0.7390980	1.0000000
650	0.7917360	1.0000000	0.0922330	0.8645906	0.3784891	0.5998151	0.5158116	0.8983459	0.7950079	1.0000000
700	0.7917360	1.0000000	0.0832792	0.8312705	0.4052613	0.5397208	0.5415570	0.9200356	0.8321070	1.0000000
750	0.7917360	1.0000000	0.0793502	0.8043874	0.4326526	0.4862906	0.5563472	0.9349297	0.8623342	1.0000000
800	0.7917360	1.0000000	0.0776516	0.7775398	0.4599767	0.4471127	0.5660412	0.9447762	0.8876481	1.0000000
850	0.7917360	1.0000000	0.0768788	0.7521318	0.4836469	0.4202179	0.5743558	0.9513730	0.9073106	1.0000000
900	0.7917360	1.0000000	0.0764781	0.7308541	0.5023819	0.4009094	0.5823051	0.9558563	0.9215563	1.0000000
950	0.7917360	1.0000000	0.0762334	0.7142856	0.5170635	0.3857084	0.5897080	0.9589089	0.9316263	1.0000000
1000	0.7917360	1.0000000	0.0760638	0.7014164	0.5290819	0.3729448	0.5963017	0.9609843	0.9388929	1.0000000

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7878945	0.8933722	0.0755342	0.3402743	0.6267670	0.2362760	0.6072582	0.9672145	0.9732107	0.8786472
100	0.7584890	0.7542402	0.0757705	0.2345371	0.6739669	0.1888874	0.5583659	0.9673187	0.9795448	0.7521391
150	0.6982577	0.6624608	0.0764447	0.1944485	0.7194217	0.1840526	0.5304532	0.9676609	0.9862617	0.6870428
200	0.6260190	0.6122371	0.0775486	0.1740223	0.7300127	0.2059050	0.5198114	0.9681380	0.9900056	0.6591949
250	0.5615341	0.5871002	0.0787233	0.1721265	0.7101191	0.2373257	0.5161834	0.9685562	0.9906280	0.6482494
300	0.5137104	0.5751624	0.0799961	0.1838464	0.6770406	0.2686028	0.5126913	0.9687971	0.9889300	0.6441467
350	0.4823910	0.5696857	0.0815221	0.2024978	0.6435356	0.2956257	0.5069648	0.9688350	0.9858106	0.6426536
400	0.4636032	0.5672341	0.0832949	0.2226290	0.6152303	0.3172911	0.4993271	0.9687006	0.9820660	0.6421208
450	0.4530373	0.5661566	0.0851547	0.2409100	0.5933156	0.3339180	0.4909872	0.9684479	0.9783015	0.6419332
500	0.4473801	0.5656896	0.0869124	0.2559432	0.5770845	0.3463648	0.4830355	0.9681337	0.9748935	0.6418678
550	0.4533564	0.6721173	0.0890968	0.5517122	0.5458594	0.4970022	0.5130121	0.9677907	0.9677952	0.7631979
600	0.5059712	0.8111645	0.0896952	0.6835912	0.4696805	0.6347408	0.5512413	0.9670606	0.9366129	0.8896982
650	0.5875742	0.9029081	0.0866880	0.7591273	0.4128084	0.6591380	0.5645182	0.9649168	0.8916567	0.9547918
700	0.6624630	0.9531168	0.0830870	0.8042590	0.3948525	0.6168831	0.5601872	0.9611501	0.8619178	0.9826388
750	0.7163764	0.9782475	0.0803827	0.8163729	0.4033987	0.5612770	0.5527434	0.9571828	0.8563298	0.9935840
800	0.7503000	0.9901827	0.0786684	0.8066506	0.4232524	0.5157413	0.5502193	0.9547017	0.8665755	0.9976866
850	0.7699194	0.9956583	0.0776448	0.7878112	0.4445338	0.4820510	0.5536209	0.9542110	0.8820760	0.9991796
900	0.7806288	0.9981095	0.0770329	0.7680161	0.4634834	0.4556952	0.5606869	0.9551538	0.8969496	0.9997124
950	0.7862317	0.9991868	0.0766532	0.7503403	0.4799774	0.4333776	0.5689965	0.9567382	0.9094822	0.9999000
1000	0.7890685	0.9996537	0.0764035	0.7349532	0.4947795	0.4139241	0.5771458	0.9584159	0.9197604	0.9999655

0	0.7917360	1.0000000	0.0752014	0.6223035	0.6167156	0.2893309	0.6455337	0.9672187	0.9718785	1.0000000
50	0.7917360	1.0000000	0.1637906	0.5270703	0.6201734	0.2702411	0.6277235	0.9672109	0.9722758	1.0000000
100	0.7917360	1.0000000	0.2641097	0.4581092	0.6348612	0.2578980	0.6049070	0.9672412	0.9744546	1.0000000
150	0.7917360	1.0000000	0.3204500	0.3715661	0.6445476	0.2635140	0.5913361	0.9673563	0.9765606	1.0000000
200	0.7917360	1.0000000	0.3464535	0.3108397	0.6414540	0.2757373	0.5850287	0.9675073	0.9769279	1.0000000
250	0.7917360	1.0000000	0.3572857	0.2853126	0.6314112	0.2867015	0.5815344	0.9676009	0.9757124	1.0000000
300	0.7917360	1.0000000	0.3615189	0.2788100	0.6209515	0.2947371	0.5783705	0.9675908	0.9738036	1.0000000
350	0.7917360	1.0000000	0.3631146	0.2794539	0.6125298	0.3008704	0.5750139	0.9674909	0.9718737	1.0000000
400	0.7917360	1.0000000	0.3637134	0.2820241	0.6059612	0.3061885	0.5717162	0.9673415	0.9701602	1.0000000
450	0.7917360	1.0000000	0.3639475	0.2848538	0.6004765	0.3111321	0.5687302	0.9671770	0.9686495	1.0000000
500	0.7917360	1.0000000	0.3640498	0.2875816	0.5956011	0.3157276	0.5661217	0.9670158	0.9672753	1.0000000
550	0.7917360	1.0000000	0.2752071	0.3871518	0.5874602	0.3413218	0.5812972	0.9668617	0.9653784	1.0000000
600	0.7917360	1.0000000	0.1749449	0.5442100	0.5700658	0.3569816	0.6015779	0.9666661	0.9610905	1.0000000
650	0.7917360	1.0000000	0.1191024	0.6344010	0.5591790	0.3523203	0.6128538	0.9663580	0.9571182	1.0000000
700	0.7917360	1.0000000	0.0934291	0.6610178	0.5599661	0.3414113	0.6173185	0.9660129	0.9559649	1.0000000
750	0.7917360	1.0000000	0.0826203	0.6635675	0.5667099	0.3323577	0.6194518	0.9657775	0.9570951	1.0000000
800	0.7917360	1.0000000	0.0782738	0.6591765	0.5739161	0.3263367	0.6215816	0.9657138	0.9590290	1.0000000
850	0.7917360	1.0000000	0.0765604	0.6540463	0.5795783	0.3220790	0.6240681	0.9657849	0.9608567	1.0000000
900	0.7917360	1.0000000	0.0758827	0.6498781	0.5838666	0.3184974	0.6265760	0.9659216	0.9623375	1.0000000
950	0.7917360	1.0000000	0.0756066	0.6466254	0.5874116	0.3152036	0.6288308	0.9660722	0.9635334	1.0000000
1000	0.7917360	1.0000000	0.0754862	0.6439082	0.5905797	0.3121909	0.6307664	0.9662125	0.9645439	1.0000000
